Pf_GeneID	Pk_GeneID	distance	dtw	outcome
388	PF3D7_0517800	PKNH_1015500	0.26	49.6227194580831	sim
389	PF3D7_0517900	PKNH_1015300	0.05	24.0235262845828	sim
390	PF3D7_0518200	PKNH_1015000	0.1	12.5280842191579	sim
391	PF3D7_0518300	PKNH_1014900	0.075	51.858850635598	sim
392	PF3D7_0518400	PKNH_1014800	0.105	74.5928417849573	sim
393	PF3D7_0518500	PKNH_1014700	0.115	153.239852502825	dissim
394	PF3D7_0518800	PKNH_1014500	0.11	39.7437903271168	sim
395	PF3D7_0518900	PKNH_1014400	0.085	51.0449953742882	sim
396	PF3D7_0519000	PKNH_0820600	0.365	155.901289397895	dissim
397	PF3D7_0519100	PKNH_1014000	0.335	65.0459014381983	sim
398	PF3D7_0519300	PKNH_1013800	0.375	72.4773321446455	sim
399	PF3D7_0519400	PKNH_1013700	0.065	7.09599755515813	sim
400	PF3D7_0519800	PKNH_1013300	0.47	90.3982561586778	sim
401	PF3D7_0519900	PKNH_1013200	0.365	74.0344897624285	sim
402	PF3D7_0520000	PKNH_1013100	0.065	12.2556047063303	sim
403	PF3D7_0520100	PKNH_1013000	0.265	55.4578384418476	sim
404	PF3D7_0520200	PKNH_1012900	0.145	44.9022354169444	sim
405	PF3D7_0520300	PKNH_1012800	0.11	45.8537716230388	sim
406	PF3D7_0520400	PKNH_1012700	0.01	34.5545520770792	sim
407	PF3D7_0520500	PKNH_1012600	0.175	54.5540145200398	sim
408	PF3D7_0520600	PKNH_1012300	0.485	48.7783426040893	sim
409	PF3D7_0520800	PKNH_1012100	0.105	57.0314044819121	sim
410	PF3D7_0520900	PKNH_1012000	0.03	22.1685593406035	sim
411	PF3D7_0521100	PKNH_1011800	0.035	23.8250037953504	sim
412	PF3D7_0521200	PKNH_1011700	0.105	76.5473230648781	sim
413	PF3D7_0521400	PKNH_1011500	0.145	44.6047867067819	sim
414	PF3D7_0521500	PKNH_1011400	0.02	29.8288889607083	sim
415	PF3D7_0521700	PKNH_1011200	0.485	66.6289084617683	sim
416	PF3D7_0521800	PKNH_1011100	0.01	44.777681591871	sim
417	PF3D7_0522000	PKNH_1010900	0.15	138.246752416885	dissim
418	PF3D7_0522100	PKNH_1010800	0.125	33.9266848491463	sim
419	PF3D7_0522200	PKNH_1010700	0.48	187.008490566841	dissim
420	PF3D7_0522500	PKNH_1010400	0.15	62.1847307713873	sim
421	PF3D7_0522600	PKNH_1010300	0.095	17.8980298838782	sim
422	PF3D7_0522700	PKNH_1010200	0.115	46.0370782800305	sim
423	PF3D7_0522800	PKNH_1010100	0.485	65.5506883174413	sim
424	PF3D7_0523000	PKNH_1009900	0	31.5072445770536	sim
425	PF3D7_0523100	PKNH_1009800	0.28	103.358177203807	dissim
426	PF3D7_0523300	PKNH_1009600	0.22	16.4605628951915	sim
427	PF3D7_0523500	PKNH_1009400	0.185	68.1009629929963	sim
428	PF3D7_0523600	PKNH_1009300	0.03	23.4027246287196	sim
429	PF3D7_0524200	PKNH_1008700	0.175	80.5068133142135	sim
430	PF3D7_0524400	PKNH_1008500	0.185	20.9329707896658	sim
431	PF3D7_0524600	PKNH_1008300	0.01	24.076272690832	sim
432	PF3D7_0524700	PKNH_1008200	0.23	39.968787693095	sim
433	PF3D7_0524800	PKNH_1008100	0.015	77.496791920503	sim
434	PF3D7_0525400	PKNH_1007400	0.09	24.517420830953	sim
435	PF3D7_0525600	PKNH_1007200	0.485	281.606681341639	dissim
436	PF3D7_0525700	PKNH_1007100	0.15	68.2687605653896	sim
437	PF3D7_0525800	PKNH_1007000	0.04	135.242167109643	dissim
438	PF3D7_0526300	PKNH_1006500	0.275	320.921174127882	dissim
439	PF3D7_0526400	PKNH_1006400	0.005	25.9648906547741	sim
440	PF3D7_0526700	PKNH_1006000	0.115	29.5294995221255	sim
441	PF3D7_0526900	PKNH_1005800	0.325	233.002140761841	dissim
442	PF3D7_0527000	PKNH_1005700	0.03	14.2619001004363	sim
443	PF3D7_0527200	PKNH_1005500	0.01	27.8115032582152	sim
444	PF3D7_0527500	PKNH_1005200	0.485	8.62260717112234	sim
445	PF3D7_0527900	PKNH_1004800	0.26	93.0538187438422	sim
446	PF3D7_0528000	PKNH_1004700	0.225	83.1558900395405	sim
447	PF3D7_0528400	PKNH_1004300	0.07	24.7206141507994	sim
448	PF3D7_0528500	PKNH_1004200	0.075	9.00336842191747	sim
449	PF3D7_0528600	PKNH_1004100	0.025	152.220659826925	dissim
450	PF3D7_0528700	PKNH_1004000	0.48	42.5519369959941	sim
451	PF3D7_0528900	PKNH_1003800	0.485	115.170189042268	dissim
452	PF3D7_0529100	PKNH_1003600	0.11	81.57084719272	sim
453	PF3D7_0529300	PKNH_1003500	0.15	60.1552385320966	sim
454	PF3D7_0530100	PKNH_1002600	0.085	49.5171983500687	sim
455	PF3D7_0530200	PKNH_1002500	0.03	27.9663577740948	sim
456	PF3D7_0530600	PKNH_1002100	0.465	105.52756352364	dissim
457	PF3D7_0530750	PKNH_1001950	0.265	27.0826740079612	sim
458	PF3D7_0530800	PKNH_1001900	0.22	33.2752438250167	sim
459	PF3D7_0531000	PKNH_1001700	0.05	60.7742090694335	sim
460	PF3D7_0531200	PKNH_1001500	0.395	156.298328300729	dissim
461	PF3D7_0601600	PKNH_1118500	0.36	101.589198961406	sim
462	PF3D7_0602200	PKNH_1148500	0.375	38.1542733174277	sim
463	PF3D7_0602300	PKNH_1148400	0.365	74.4519812604691	sim
464	PF3D7_0602400	PKNH_1148300	0.11	35.8357653928513	sim
465	PF3D7_0602500	PKNH_1148200	0.1	12.3366394183012	sim
466	PF3D7_0602600	PKNH_1148100	0.115	272.136955252706	dissim
467	PF3D7_0603100	PKNH_1147600	0.115	107.229248218435	sim
468	PF3D7_0603300	PKNH_1147400	0.325	83.890602310782	sim
469	PF3D7_0603500	PKNH_1147200	0.475	200.918142623585	dissim
470	PF3D7_0603700	PKNH_1147000	0.105	77.2386512369947	sim
471	PF3D7_0603800	PKNH_1146900	0.05	21.3716236776729	sim
472	PF3D7_0603900	PKNH_1146800	0.095	18.0633524246225	sim
473	PF3D7_0604200	PKNH_1146300	0.02	52.9285387106591	sim
474	PF3D7_0604600	PKNH_1145900	0.5	83.9518894878836	sim
475	PF3D7_0604700	PKNH_1145800	0.105	69.4930303804894	sim
476	PF3D7_0604900	PKNH_1145600	0.0599999999999999	76.3489665854811	sim
477	PF3D7_0605000	PKNH_1145500	0.02	43.1118299016556	sim
478	PF3D7_0605200	PKNH_1145300	0.225	63.098406977359	sim
479	PF3D7_0605300	PKNH_1145200	0.185	34.681482626682	sim
480	PF3D7_0605400	PKNH_1145100	0.01	12.6019930735564	sim
481	PF3D7_0605700	PKNH_1144800	0.07	39.3574671519281	sim
482	PF3D7_0606300	PKNH_1143900	0.055	87.533017435624	sim
483	PF3D7_0606400	PKNH_1143800	0.095	92.5426457248592	sim
484	PF3D7_0606900	PKNH_1143400	0.0649999999999999	36.9069249901433	sim
485	PF3D7_0607000	PKNH_1143300	0.26	119.937812024555	dissim
486	PF3D7_0607100	PKNH_1143200	0.115	106.78736472766	sim
487	PF3D7_0607200	PKNH_1143100	0.11	122.85500923635	sim
488	PF3D7_0607300	PKNH_1143000	0.105	89.0670416425108	sim
489	PF3D7_0607400	PKNH_1142900	0.115	36.7897366318569	sim
490	PF3D7_0607500	PKNH_1142800	0.105	70.6863103937574	sim
491	PF3D7_0607600	PKNH_1142700	0.01	17.5805617598718	sim
492	PF3D7_0608000	PKNH_1142300	0.105	43.4730671859919	sim
493	PF3D7_0608200	PKNH_1142100	0.025	42.6812188110859	sim
494	PF3D7_0608310	PKNH_1141900	0.145	61.6554447544685	sim
495	PF3D7_0608400	PKNH_1141800	0.225	71.3886090869395	sim
496	PF3D7_0608500	PKNH_1141700	0.075	51.2470570706208	sim
497	PF3D7_0608700	PKNH_1141500	0.14	15.1991952401123	sim
498	PF3D7_0608800	PKNH_1141400	0.18	39.737724686345	sim
499	PF3D7_0609100	PKNH_1141100	0.11	257.658015259624	dissim
500	PF3D7_0609400	PKNH_1140800	0.285	82.8264660697391	sim
501	PF3D7_0609500	PKNH_1140700	0.26	141.040313239691	dissim
502	PF3D7_0609800	PKNH_1140400	0.07	26.0092950772077	sim
503	PF3D7_0610000	PKNH_1140200	0.185	67.3550120011595	sim
504	PF3D7_0610400	PKNH_1139900	0.225	27.4742415174269	sim
505	PF3D7_0610500	PKNH_1139800	0.15	41.1577204130051	sim
506	PF3D7_0610600	PKNH_0832600	0.5	177.361789293793	dissim
507	PF3D7_0610800	PKNH_1139600	0.48	70.7085492416884	sim
508	PF3D7_0611000	PKNH_1139400	0.14	23.8616217070341	sim
509	PF3D7_0611100	PKNH_1139300	0.225	55.9309282268045	sim
510	PF3D7_0611200	PKNH_1139200	0.35	65.1825814708216	sim
511	PF3D7_0611300	PKNH_1139100	0.105	53.487468985417	sim
512	PF3D7_0611500	PKNH_1138900	0.175	54.904189996854	sim
513	PF3D7_0611900	PKNH_1138100	0.025	47.819571127631	sim
514	PF3D7_0612000	PKNH_1138000	0.18	44.5651700594956	sim
515	PF3D7_0612100	PKNH_1137900	0.14	20.1980958233192	sim
516	PF3D7_0612300	PKNH_1137700	0.0600000000000001	16.8651582767446	sim
517	PF3D7_0612400	PKNH_1137600	0.01	16.8060191325834	sim
518	PF3D7_0612900	PKNH_1137100	0.1	33.2645327884089	sim
519	PF3D7_0613200	PKNH_1136800	0.335	142.134769838797	dissim
520	PF3D7_0613300	PKNH_1136700	0.055	24.5242659412189	sim
521	PF3D7_0613400	PKNH_1136600	0.225	40.2745586946525	sim
522	PF3D7_0613700	PKNH_1136300	0.01	64.9645116045978	sim
523	PF3D7_0614000	PKNH_1136000	0.095	68.2372542935676	sim
524	PF3D7_0614300	PKNH_1135700	0.29	157.234613074039	dissim
525	PF3D7_0614500	PKNH_1135500	0.145	4.76776333169593	sim
526	PF3D7_0614800	PKNH_1135200	0.02	39.3436160778351	sim
527	PF3D7_0614900	PKNH_1135100	0.0600000000000001	11.735465389081	sim
528	PF3D7_0615100	PKNH_1134900	0.01	14.3637142667509	sim
529	PF3D7_0616100	PKNH_1133900	0.185	252.588034603293	dissim
530	PF3D7_0616200	PKNH_1133800	0.1	20.1582951537643	sim
531	PF3D7_0616300	PKNH_1133700	0.185	26.8940550690356	sim
532	PF3D7_0616700	PKNH_1133300	0.39	234.332583677154	dissim
533	PF3D7_0616800	PKNH_1133200	0.105	53.115122017643	sim
534	PF3D7_0617000	PKNH_1133000	0.18	19.5233361436538	sim
535	PF3D7_0617100	PKNH_1132900	0.185	78.1533459689832	sim
536	PF3D7_0617300	PKNH_1132700	0.14	8.98988999429981	sim
537	PF3D7_0618000	PKNH_1132400	0.015	21.9397309541912	sim
538	PF3D7_0618200	PKNH_1132200	0.27	53.4055020418444	sim
539	PF3D7_0618300	PKNH_1132100	0.145	7.98881496393616	sim
540	PF3D7_0618500	PKNH_1131900	0.03	63.005146297243	sim
541	PF3D7_0618600	PKNH_1131800	0.11	119.634919074787	sim
542	PF3D7_0619100	PKNH_1131300	0.14	81.5083856716228	sim
543	PF3D7_0619400	PKNH_1131000	0.03	53.5828259622931	sim
544	PF3D7_0619500	PKNH_1130800	0.06	68.6676007546339	sim
545	PF3D7_0619700	PKNH_1130600	0.01	31.0312569712117	sim
546	PF3D7_0620100	PKNH_1130200	0.145	86.3605656425333	sim
547	PF3D7_0620500	PKNH_1129700	0.36	439.9593169082	dissim
548	PF3D7_0620700	PKNH_1129500	0.09	43.9084868631574	sim
549	PF3D7_0621000	PKNH_1129200	0.14	77.4445256687914	sim
550	PF3D7_0621100	PKNH_1129100	0.055	30.6077538662165	sim
551	PF3D7_0621200	PKNH_1129000	0.15	57.0474388152932	sim
552	PF3D7_0621300	PKNH_1128900	0.19	48.8049857980354	sim
553	PF3D7_0621400	PKNH_1128800	0.11	16.6715684473764	sim
554	PF3D7_0621500	PKNH_1128700	0.315	178.419530069715	dissim
555	PF3D7_0621700	PKNH_1128500	0.14	69.7018819912653	sim
556	PF3D7_0621800	PKNH_1128400	0.185	34.3415748194007	sim
557	PF3D7_0621900	PKNH_1128300	0.26	22.4876717536208	sim
558	PF3D7_0622400	PKNH_1127800	0.305	113.011018799164	dissim
559	PF3D7_0622500	PKNH_1127700	0.415	172.773145464446	dissim
560	PF3D7_0622600	PKNH_1127600	0.145	104.188662140875	sim
561	PF3D7_0623000	PKNH_1127200	0.105	12.823526692004	sim
562	PF3D7_0623100	PKNH_1127100	0	47.466301173028	sim
563	PF3D7_0623200	PKNH_1127000	0.055	43.0616883456163	sim
564	PF3D7_0623300	PKNH_1126900	0.075	37.7674671957838	sim
565	PF3D7_0623400	PKNH_1126800	0.105	96.5005211727655	sim
566	PF3D7_0623500	PKNH_1126700	0.26	66.9892083833105	sim
567	PF3D7_0623600	PKNH_1126600	0.26	147.875859539092	dissim
568	PF3D7_0623900	PKNH_1126300	0.155	23.1246265819008	sim
569	PF3D7_0624100	PKNH_1126100	0.03	27.3406234239325	sim
570	PF3D7_0624200	PKNH_1126000	0.03	63.6306570675993	sim
571	PF3D7_0624300	PKNH_1125900	0.235	206.766351437662	dissim
572	PF3D7_0624500	PKNH_1125700	0.155	157.266637490395	dissim
573	PF3D7_0624700	PKNH_1125500	0.265	14.243139441472	sim
574	PF3D7_0624900	PKNH_1125300	0.26	10.3566392955185	sim
575	PF3D7_0625100	PKNH_1125100	0.1	47.8541373086259	sim
576	PF3D7_0625500	PKNH_1124300	0	56.3586795009251	sim
577	PF3D7_0625600	PKNH_1124200	0.235	166.159839985375	dissim
578	PF3D7_0625700	PKNH_1124100	0.44	194.791193008351	dissim
579	PF3D7_0626100	PKNH_1123700	0.0649999999999999	47.9607079956377	sim
580	PF3D7_0626200	PKNH_1123600	0.14	44.5112339213968	sim
581	PF3D7_0626500	PKNH_1123300	0.26	74.0587735060959	sim
582	PF3D7_0626600	PKNH_1123200	0.485	115.342842635089	dissim
583	PF3D7_0626700	PKNH_1123100	0.485	30.3867764919049	sim
584	PF3D7_0626800	PKNH_1123000	0.355	50.7802411983765	sim
585	PF3D7_0626900	PKNH_1122900	0.105	49.3698842211676	sim
586	PF3D7_0627200	PKNH_1122600	0.225	13.7320394338052	sim
587	PF3D7_0627400	PKNH_1122400	0.44	53.3475307224191	sim
588	PF3D7_0627500	PKNH_1122300	0.025	31.3999873949962	sim
589	PF3D7_0627900	PKNH_1121900	0.26	97.4669718634897	sim
590	PF3D7_0628000	PKNH_1121800	0.055	40.870974266158	sim
591	PF3D7_0628400	PKNH_1121400	0.025	12.8755504718632	sim
592	PF3D7_0628500	PKNH_1121300	0.365	64.0685408098901	sim
593	PF3D7_0628600	PKNH_1121200	0.11	26.9365995890024	sim
594	PF3D7_0628800	PKNH_1121000	0.115	53.2169506800261	sim
595	PF3D7_0629000	PKNH_1120800	0.145	78.0289233378141	sim
596	PF3D7_0629100	PKNH_1120700	0.115	30.7363971030058	sim
597	PF3D7_0629200	PKNH_1120300	0.115	129.078830958594	dissim
598	PF3D7_0629500	PKNH_1120000	0.325	169.956165073442	dissim
599	PF3D7_0629600	PKNH_1119900	0.19	102.792384565717	sim
600	PF3D7_0629900	PKNH_1119600	0.115	182.627887506357	dissim
601	PF3D7_0630000	PKNH_1119500	0.015	40.8656940081837	sim
602	PF3D7_0630100	PKNH_1119400	0.125	67.8889687453931	sim
603	PF3D7_0630200	PKNH_1119300	0.35	98.645859951615	sim
604	PF3D7_0630300	PKNH_1119200	0.01	31.4193764214122	sim
605	PF3D7_0630400	PKNH_1119100	0.095	14.9814935024428	sim
606	PF3D7_0630800	PKNH_1118700	0.11	35.9962815244612	sim
607	PF3D7_0630900	PKNH_1118600	0.185	28.7951620910906	sim
608	PF3D7_0631000	PKNH_1118500	0.095	18.3777410293312	sim
609	PF3D7_0702200	PKNH_0108400	0.11	231.218790947686	dissim
610	PF3D7_0702200	PKNH_0735000	0.185	155.500680068708	dissim
611	PF3D7_0702200	PKNH_1401500	0	54.6883204553801	sim
612	PF3D7_0702200	PKNH_0108300	0.185	116.98310077577	sim
613	PF3D7_0702900	PKNH_0101100	0.44	87.0411277363543	sim
614	PF3D7_0703100	PKNH_0101300	0.485	255.818585364818	dissim
615	PF3D7_0703500	PKNH_0101700	0.14	69.4689769041767	sim
616	PF3D7_0703600	PKNH_0101800	0.1	9.105903414068	sim
617	PF3D7_0703700	PKNH_0101900	0.295	59.4401997701928	sim
618	PF3D7_0704900	PKNH_0103400	0.23	77.6566171320162	sim
619	PF3D7_0705300	PKNH_0103800	0.01	13.6167308625295	sim
620	PF3D7_0705400	PKNH_0103900	0.03	26.3720603911109	sim
621	PF3D7_0705800	PKNH_0104300	0.31	152.10694658218	dissim
622	PF3D7_0705900	PKNH_0104400	0.105	60.7257453455005	sim
623	PF3D7_0706100	PKNH_0104600	0.03	43.7436733619826	sim
624	PF3D7_0706400	PKNH_0104900	0.145	15.5656325950571	sim
625	PF3D7_0706700	PKNH_0105200	0.1	63.5560067527454	sim
626	PF3D7_0707400	PKNH_0105900	0.23	46.1397586855384	sim
627	PF3D7_0708100	PKNH_0106700	0.025	90.9570344098305	sim
628	PF3D7_0708300	PKNH_0106900	0.49	182.189314751576	dissim
629	PF3D7_0708600	PKNH_0107200	0.01	26.7107135283588	sim
630	PF3D7_0708700	PKNH_0107300	0.18	31.6510499300561	sim
631	PF3D7_0708800	PKNH_0107400	0.1	29.4334755500854	sim
632	PF3D7_0708900	PKNH_0107500	0.485	175.524670485343	dissim
633	PF3D7_0709000	PKNH_0107600	0	53.6471227513122	sim
634	PF3D7_0709500	PKNH_0108100	0.145	61.3168687641946	sim
635	PF3D7_0709700	PKNH_0108400	0.14	57.0069388255042	sim
636	PF3D7_0709700	PKNH_1324900	0.01	46.0210171052288	sim
637	PF3D7_0709800	PKNH_0108500	0.055	69.0426429299047	sim
638	PF3D7_0710300	PKNH_0109000	0.18	26.8126864099158	sim
639	PF3D7_0710500	PKNH_0109200	0.02	57.3944044548768	sim
640	PF3D7_0710600	PKNH_0109300	0.225	8.79541656437569	sim
641	PF3D7_0710800	PKNH_0109500	0.465	49.8335475953537	sim
642	PF3D7_0710900	PKNH_0109600	0.0649999999999999	47.2330365784629	sim
643	PF3D7_0711000	PKNH_0109700	0.015	31.7992905757344	sim
644	PF3D7_0711100	PKNH_0109800	0.085	98.5943858369446	sim
645	PF3D7_0713600	PKNH_1422500	0.105	44.1277326422594	sim
646	PF3D7_0713700	PKNH_1422600	0.01	31.6607309178556	sim
647	PF3D7_0713800	PKNH_1422700	0.07	13.3695363969996	sim
648	PF3D7_0714100	PKNH_1423000	0.26	39.8298511641549	sim
649	PF3D7_0714400	PKNH_1423300	0.265	220.356141911311	dissim
650	PF3D7_0714500	PKNH_1423400	0.115	53.5338103698136	sim
651	PF3D7_0715000	PKNH_1424000	0.265	64.5696224908634	sim
652	PF3D7_0715400	PKNH_1424400	0.12	79.0561591080227	sim
653	PF3D7_0715500	PKNH_1424500	0.195	28.3933644008467	sim
654	PF3D7_0715600	PKNH_1424600	0.19	44.5777473725119	sim
655	PF3D7_0715700	PKNH_1424700	0.105	59.0292369176665	sim
656	PF3D7_0715800	PKNH_1424800	0.105	61.2339827997888	sim
657	PF3D7_0716000	PKNH_0310600	0.485	44.4252652504402	sim
658	PF3D7_0716400	PKNH_0311000	0.19	74.5985866215619	sim
659	PF3D7_0716600	PKNH_0311200	0.105	53.7169987851903	sim
660	PF3D7_0716900	PKNH_0311700	0.375	292.792889250879	dissim
661	PF3D7_0717000	PKNH_0311800	0.15	192.463073110047	dissim
662	PF3D7_0717400	PKNH_0312400	0.165	107.883113325318	sim
663	PF3D7_0717500	PKNH_0312500	0	75.4513002862068	sim
664	PF3D7_0717900	PKNH_0312900	0.19	70.3097854604011	sim
665	PF3D7_0718300	PKNH_0313600	0.11	93.9364722931289	sim
666	PF3D7_0718400	PKNH_0313700	0.485	155.019354542312	dissim
667	PF3D7_0718500	PKNH_0313800	0.075	59.6893842964862	sim
668	PF3D7_0718800	PKNH_0314200	0.14	113.058517335529	sim
669	PF3D7_0718900	PKNH_0314300	0.26	44.3630592956381	sim
670	PF3D7_0719000	PKNH_0314400	0.02	44.5652286387644	sim
671	PF3D7_0719100	PKNH_0314500	0.145	79.0471144335263	sim
672	PF3D7_0719200	PKNH_0314600	0.48	158.5493160855	dissim
673	PF3D7_0719500	PKNH_0314900	0.05	37.0814876676715	sim
674	PF3D7_0719600	PKNH_0315000	0.105	16.1872495587352	sim
675	PF3D7_0719700	PKNH_0315100	0.02	5.27264325852845	sim
676	PF3D7_0719800	PKNH_0315200	0.01	81.1476039569237	sim
677	PF3D7_0720000	PKNH_0315400	0.48	22.3112679021191	sim
678	PF3D7_0720300	PKNH_0315700	0.11	28.7909757189869	sim
679	PF3D7_0720400	PKNH_0315800	0.39	92.6995803274698	sim
680	PF3D7_0720500	PKNH_0315900	0.115	35.521224613828	sim
681	PF3D7_0720600	PKNH_0316000	0.105	77.6162801591886	sim
682	PF3D7_0720800	PKNH_0316200	0.0649999999999999	49.9025672296688	sim
683	PF3D7_0721100	PKNH_0316500	0.115	39.2141740379313	sim
684	PF3D7_0721300	PKNH_0316700	0.25	42.3523310095058	sim
685	PF3D7_0721400	PKNH_0316800	0.075	60.5714267583223	sim
686	PF3D7_0721600	PKNH_0317000	0.145	8.26446184338989	sim
687	PF3D7_0721700	PKNH_0317100	0.185	56.5737983239509	sim
688	PF3D7_0721800	PKNH_0317200	0.185	120.03016214013	sim
689	PF3D7_0722100	PKNH_0317500	0.275	299.106701429389	dissim
690	PF3D7_0722800	PKNH_0318200	0.35	138.210092978451	dissim
691	PF3D7_0723000	PKNH_0318400	0.0649999999999999	71.3517095887596	sim
692	PF3D7_0723200	PKNH_0318600	0.055	9.59070946577687	sim
693	PF3D7_0723500	PKNH_0318900	0.425	266.913005270872	dissim
694	PF3D7_0723600	PKNH_0319000	0.43	32.1002042881216	sim
695	PF3D7_0724200	PKNH_0319600	0.14	12.3482998082349	sim
696	PF3D7_0724500	PKNH_0319900	0.365	147.129247146208	dissim
697	PF3D7_0724800	PKNH_0320200	0.015	153.996376520809	dissim
698	PF3D7_0725300	PKNH_0320700	0.105	19.5597284679831	sim
699	PF3D7_0725400	PKNH_0320800	0.085	44.4014362591327	sim
700	PF3D7_0726200	PKNH_0113200	0.36	494.949420610316	dissim
701	PF3D7_0726700	PKNH_0211300	0.135	38.5158341335173	sim
702	PF3D7_0726800	PKNH_0211400	0.0649999999999999	60.5416609675292	sim
703	PF3D7_0726900	PKNH_0211500	0.355	76.5275196534984	sim
704	PF3D7_0727200	PKNH_0211800	0.04	32.9964861274639	sim
705	PF3D7_0727400	PKNH_0212000	0.075	50.7725719744001	sim
706	PF3D7_0727500	PKNH_0212100	0.01	24.1020265404182	sim
707	PF3D7_0728000	PKNH_0212600	0.48	22.5417723357049	sim
708	PF3D7_0728200	PKNH_0212800	0.03	13.3009127333128	sim
709	PF3D7_0728300	PKNH_0212900	0.075	40.8548295655904	sim
710	PF3D7_0728400	PKNH_0213000	0.15	126.918081579382	sim
711	PF3D7_0728500	PKNH_0213100	0.135	49.8529774069407	sim
712	PF3D7_0728800	PKNH_0213400	0.115	27.9596431383052	sim
713	PF3D7_0729000	PKNH_0213600	0.185	106.038793429604	sim
714	PF3D7_0729200	PKNH_0213800	0.0649999999999999	53.4733781276526	sim
715	PF3D7_0729300	PKNH_0213900	0.185	24.3353111975901	sim
716	PF3D7_0729400	PKNH_0214000	0.185	34.1009381109845	sim
717	PF3D7_0729600	PKNH_0214500	0.225	31.9869110173414	sim
718	PF3D7_0729700	PKNH_0214600	0.055	28.9515782901716	sim
719	PF3D7_0729800	PKNH_0214700	0.11	71.7553633651034	sim
720	PF3D7_0729900	PKNH_0214800	0.11	64.7140973819591	sim
721	PF3D7_0730000	PKNH_0214900	0.06	61.9025479549712	sim
722	PF3D7_0730200	PKNH_0215100	0.345	112.409581181748	dissim
723	PF3D7_0730400	PKNH_0215300	0.025	27.7994164611461	sim
724	PF3D7_0731600	PKNH_0405800	0.375	339.012459544182	dissim
725	PF3D7_0801500	PKNH_0117400	0	42.6769166114506	sim
726	PF3D7_0801600	PKNH_0117300	0.23	86.6823715786163	sim
727	PF3D7_0802200	PKNH_0116700	0.025	41.571594938672	sim
728	PF3D7_0802400	PKNH_0116500	0.065	19.4319215216931	sim
729	PF3D7_0802800	PKNH_0116100	0.165	141.145414254831	dissim
730	PF3D7_0803300	PKNH_0115600	0.275	104.535976793603	dissim
731	PF3D7_0803700	PKNH_0115200	0.115	25.2306198024378	sim
732	PF3D7_0804400	PKNH_0114800	0.03	39.2660412098366	sim
733	PF3D7_0804800	PKNH_0114400	0.435	73.0576687567768	sim
734	PF3D7_0805000	PKNH_0114200	0.15	127.374559751202	sim
735	PF3D7_0805100	PKNH_0114100	0.11	57.2920143571026	sim
736	PF3D7_0805200	PKNH_0114000	0.085	203.845453337977	dissim
737	PF3D7_0805400	PKNH_0113800	0.225	65.4349237831065	sim
738	PF3D7_0805500	PKNH_0113700	0.095	51.4932419054152	sim
739	PF3D7_0806300	PKNH_0112600	0.05	58.0086899765523	sim
740	PF3D7_0806400	PKNH_0112500	0.05	70.0668933305868	sim
741	PF3D7_0807400	PKNH_0111400	0.03	62.8090076822887	sim
742	PF3D7_0807500	PKNH_0111300	0.035	48.2115511594024	sim
743	PF3D7_0808200	PKNH_0110500	0	35.2816823316208	sim
744	PF3D7_0808400	PKNH_0110300	0.095	65.1620635414614	sim
745	PF3D7_0808450	PKNH_0110250	0.235	100.314137124843	sim
746	PF3D7_0809250	PKNH_1431350	0.215	49.6065647391303	sim
747	PF3D7_0809500	PKNH_1431200	0.195	55.0279955866651	sim
748	PF3D7_0809700	PKNH_1431000	0.14	55.3123610958186	sim
749	PF3D7_0810000	PKNH_1430700	0.335	295.182032132061	dissim
750	PF3D7_0810100	PKNH_1430600	0.225	52.2353015558953	sim
751	PF3D7_0810300	PKNH_1430400	0.225	385.206403276429	dissim
752	PF3D7_0810400	PKNH_1430300	0.115	74.7103329608978	sim
753	PF3D7_0810500	PKNH_1430200	0.2	98.3504711592544	sim
754	PF3D7_0810600	PKNH_1430100	0.23	41.5789824362774	sim
755	PF3D7_0810700	PKNH_1430000	0.225	17.8631004318944	sim
756	PF3D7_0811000	PKNH_1429700	0.055	18.4717275901006	sim
757	PF3D7_0811100	PKNH_1429600	0.01	46.3483468295742	sim
758	PF3D7_0811200	PKNH_1429500	0.365	167.581371296161	dissim
759	PF3D7_0811500	PKNH_1429200	0.23	29.2494680882867	sim
760	PF3D7_0811900	PKNH_1428800	0.01	24.987193947836	sim
761	PF3D7_0812000	PKNH_1428700	0.14	54.9566115403004	sim
762	PF3D7_0812200	PKNH_1428400	0.115	24.5780883611313	sim
763	PF3D7_0812220	PKNH_1428500	0.115	11.8029423517722	sim
764	PF3D7_0812300	PKNH_1428300	0.085	38.7542709269896	sim
765	PF3D7_0812400	PKNH_1428200	0.115	76.6780824213931	sim
766	PF3D7_0812600	PKNH_1428000	0.03	28.3150305008134	sim
767	PF3D7_0812700	PKNH_1427900	0.28	58.3190456835749	sim
768	PF3D7_0812800	PKNH_1427500	0.03	32.3322100858948	sim
769	PF3D7_0813200	PKNH_1427200	0.03	14.7322580873019	sim
770	PF3D7_0813600	PKNH_1426700	0.385	81.272710374287	sim
771	PF3D7_0813800	PKNH_1426500	0.175	61.5846027617446	sim
772	PF3D7_0813900	PKNH_1426400	0.025	21.3743143022261	sim
773	PF3D7_0814000	PKNH_1426300	0.065	22.0470818219433	sim
774	PF3D7_0814100	PKNH_1426200	0.14	135.931133209879	dissim
775	PF3D7_0814400	PKNH_1425800	0.09	75.6329936980744	sim
