Pf_GeneID	Pk_GeneID
PF3D7_0702200	PKNH_0108400
PF3D7_0702200	PKNH_0735000
PF3D7_0702200	PKNH_1401500
PF3D7_0702200	PKNH_0108300
PF3D7_0702900	PKNH_0101100
PF3D7_0703100	PKNH_0101300
PF3D7_0703300	PKNH_0101500
PF3D7_0703500	PKNH_0101700
PF3D7_0703600	PKNH_0101800
PF3D7_0703700	PKNH_0101900
PF3D7_0704900	PKNH_0103400
PF3D7_0705300	PKNH_0103800
PF3D7_0705400	PKNH_0103900
PF3D7_0705700	PKNH_0104200
PF3D7_0705800	PKNH_0104300
PF3D7_0705900	PKNH_0104400
PF3D7_0706000	PKNH_0104500
PF3D7_0706100	PKNH_0104600
PF3D7_0706400	PKNH_0104900
PF3D7_0706700	PKNH_0105200
PF3D7_0707400	PKNH_0105900
PF3D7_0707600	PKNH_0106100
PF3D7_0707900	PKNH_0106400
PF3D7_0708100	PKNH_0106700
PF3D7_0708300	PKNH_0106900
PF3D7_0708400	PKNH_0107000
PF3D7_0708600	PKNH_0107200
PF3D7_0708700	PKNH_0107300
PF3D7_0708800	PKNH_0107400
PF3D7_0708900	PKNH_0107500
PF3D7_0709000	PKNH_0107600
PF3D7_0709500	PKNH_0108100
PF3D7_0709700	PKNH_0108400
PF3D7_0709700	PKNH_1324900
PF3D7_0709800	PKNH_0108500
PF3D7_0710100	PKNH_0108800
PF3D7_0710300	PKNH_0109000
PF3D7_0710500	PKNH_0109200
PF3D7_0710600	PKNH_0109300
PF3D7_0710800	PKNH_0109500
PF3D7_0710900	PKNH_0109600
PF3D7_0711000	PKNH_0109700
PF3D7_0711100	PKNH_0109800
PF3D7_0711500	PKNH_0110200
PF3D7_0713400	PKNH_1422300
PF3D7_0713600	PKNH_1422500
PF3D7_0713700	PKNH_1422600
PF3D7_0713800	PKNH_1422700
PF3D7_0714000	PKNH_1422900
PF3D7_0714100	PKNH_1423000
PF3D7_0714400	PKNH_1423300
PF3D7_0714500	PKNH_1423400
PF3D7_0714600	PKNH_1423500
PF3D7_0715000	PKNH_1424000
PF3D7_0715100	PKNH_1424100
PF3D7_0715400	PKNH_1424400
PF3D7_0715500	PKNH_1424500
PF3D7_0715600	PKNH_1424600
PF3D7_0715700	PKNH_1424700
PF3D7_0715800	PKNH_1424800
PF3D7_0716000	PKNH_0310600
PF3D7_0716400	PKNH_0311000
PF3D7_0716600	PKNH_0311200
PF3D7_0716800	PKNH_0311600
PF3D7_0716900	PKNH_0311700
PF3D7_0717000	PKNH_0311800
PF3D7_0717300	PKNH_0312300
PF3D7_0717400	PKNH_0312400
PF3D7_0717500	PKNH_0312500
PF3D7_0717700	PKNH_0312700
PF3D7_0717900	PKNH_0312900
PF3D7_0718300	PKNH_0313600
PF3D7_0718400	PKNH_0313700
PF3D7_0718500	PKNH_0313800
PF3D7_0718800	PKNH_0314200
PF3D7_0718900	PKNH_0314300
PF3D7_0719000	PKNH_0314400
PF3D7_0719100	PKNH_0314500
PF3D7_0719200	PKNH_0314600
PF3D7_0719500	PKNH_0314900
PF3D7_0719600	PKNH_0315000
PF3D7_0719700	PKNH_0315100
PF3D7_0719800	PKNH_0315200
PF3D7_0720000	PKNH_0315400
PF3D7_0720200	PKNH_0315600
PF3D7_0720300	PKNH_0315700
PF3D7_0720400	PKNH_0315800
PF3D7_0720500	PKNH_0315900
PF3D7_0720600	PKNH_0316000
PF3D7_0720800	PKNH_0316200
PF3D7_0721100	PKNH_0316500
PF3D7_0721300	PKNH_0316700
PF3D7_0721400	PKNH_0316800
PF3D7_0721600	PKNH_0317000
PF3D7_0721700	PKNH_0317100
PF3D7_0721800	PKNH_0317200
PF3D7_0721900	PKNH_0317300
PF3D7_0722100	PKNH_0317500
PF3D7_0722400	PKNH_0317800
PF3D7_0722500	PKNH_0317900
PF3D7_0722600	PKNH_0318000
PF3D7_0722700	PKNH_0318100
PF3D7_0722800	PKNH_0318200
PF3D7_0723000	PKNH_0318400
PF3D7_0723200	PKNH_0318600
PF3D7_0723500	PKNH_0318900
PF3D7_0723600	PKNH_0319000
PF3D7_0724200	PKNH_0319600
PF3D7_0724400	PKNH_0319800
PF3D7_0724500	PKNH_0319900
PF3D7_0724800	PKNH_0320200
PF3D7_0725200	PKNH_0320600
PF3D7_0725300	PKNH_0320700
PF3D7_0725400	PKNH_0320800
PF3D7_0726200	PKNH_0113200
PF3D7_0726700	PKNH_0211300
PF3D7_0726800	PKNH_0211400
PF3D7_0726900	PKNH_0211500
PF3D7_0727200	PKNH_0211800
PF3D7_0727400	PKNH_0212000
PF3D7_0727500	PKNH_0212100
PF3D7_0728000	PKNH_0212600
PF3D7_0728200	PKNH_0212800
PF3D7_0728300	PKNH_0212900
PF3D7_0728400	PKNH_0213000
PF3D7_0728500	PKNH_0213100
PF3D7_0728800	PKNH_0213400
PF3D7_0728900	PKNH_0213500
PF3D7_0729000	PKNH_0213600
PF3D7_0729200	PKNH_0213800
PF3D7_0729300	PKNH_0213900
PF3D7_0729400	PKNH_0214000
PF3D7_0729500	PKNH_0214400
PF3D7_0729600	PKNH_0214500
PF3D7_0729700	PKNH_0214600
PF3D7_0729800	PKNH_0214700
PF3D7_0729900	PKNH_0214800
PF3D7_0730000	PKNH_0214900
PF3D7_0730200	PKNH_0215100
PF3D7_0730400	PKNH_0215300
PF3D7_0731600	PKNH_0405800
PF3D7_0801500	PKNH_0117400
PF3D7_0801600	PKNH_0117300
PF3D7_0802200	PKNH_0116700
PF3D7_0802400	PKNH_0116500
PF3D7_0802800	PKNH_0116100
PF3D7_0802900	PKNH_0116000
PF3D7_0803300	PKNH_0115600
PF3D7_0803700	PKNH_0115200
PF3D7_0803800	PKNH_0115100
PF3D7_0804000	PKNH_0115000
PF3D7_0804400	PKNH_0114800
PF3D7_0804600	PKNH_0114600
PF3D7_0804800	PKNH_0114400
PF3D7_0804900	PKNH_0114300
PF3D7_0805000	PKNH_0114200
PF3D7_0805100	PKNH_0114100
PF3D7_0805200	PKNH_0114000
PF3D7_0805400	PKNH_0113800
PF3D7_0805500	PKNH_0113700
PF3D7_0805600	PKNH_0113300
PF3D7_0805900	PKNH_0113000
PF3D7_0806300	PKNH_0112600
PF3D7_0806400	PKNH_0112500
PF3D7_0806600	PKNH_0112300
PF3D7_0806800	PKNH_0112000
PF3D7_0806900	PKNH_0111900
PF3D7_0807000	PKNH_0111800
PF3D7_0807300	PKNH_0111500
PF3D7_0807400	PKNH_0111400
PF3D7_0807500	PKNH_0111300
PF3D7_0807800	PKNH_0110900
PF3D7_0807900	PKNH_0110800
PF3D7_0808200	PKNH_0110500
PF3D7_0808300	PKNH_0110400
PF3D7_0808400	PKNH_0110300
PF3D7_0808450	PKNH_0110250
PF3D7_0809250	PKNH_1431350
PF3D7_0809500	PKNH_1431200
PF3D7_0809700	PKNH_1431000
PF3D7_0810000	PKNH_1430700
PF3D7_0810100	PKNH_1430600
PF3D7_0810300	PKNH_1430400
PF3D7_0810400	PKNH_1430300
PF3D7_0810500	PKNH_1430200
PF3D7_0810600	PKNH_1430100
PF3D7_0810700	PKNH_1430000
PF3D7_0811000	PKNH_1429700
PF3D7_0811100	PKNH_1429600
PF3D7_0811200	PKNH_1429500
PF3D7_0811400	PKNH_1429300
PF3D7_0811500	PKNH_1429200
PF3D7_0811900	PKNH_1428800
PF3D7_0812000	PKNH_1428700
PF3D7_0812200	PKNH_1428400
PF3D7_0812220	PKNH_1428500
PF3D7_0812300	PKNH_1428300
PF3D7_0812400	PKNH_1428200
PF3D7_0812600	PKNH_1428000
PF3D7_0812700	PKNH_1427900
PF3D7_0812800	PKNH_1427500
PF3D7_0813200	PKNH_1427200
PF3D7_0813400	PKNH_1427000
PF3D7_0813500	PKNH_1426900
PF3D7_0813600	PKNH_1426700
PF3D7_0813700	PKNH_1426600
PF3D7_0813800	PKNH_1426500
PF3D7_0813900	PKNH_1426400
PF3D7_0814000	PKNH_1426300
PF3D7_0814100	PKNH_1426200
PF3D7_0814200	PKNH_1426100
PF3D7_0814400	PKNH_1425800
PF3D7_0814600	PKNH_1425600
PF3D7_0814900	PKNH_1425400
PF3D7_0815100	PKNH_1425200
PF3D7_0815200	PKNH_1425100
PF3D7_0815400	PKNH_0505000
PF3D7_0815500	PKNH_0504900
PF3D7_0815600	PKNH_0504800
PF3D7_0815900	PKNH_0504500
PF3D7_0816000	PKNH_0504400
PF3D7_0816100	PKNH_0504300
PF3D7_0816200	PKNH_0504200
PF3D7_0816400	PKNH_0504000
PF3D7_0816500	PKNH_0503900
PF3D7_0816600	PKNH_0503800
PF3D7_0816700	PKNH_0503700
PF3D7_0816800	PKNH_0503600
PF3D7_0816900	PKNH_0503500
PF3D7_0817000	PKNH_0503400
PF3D7_0817500	PKNH_0502900
PF3D7_0817700	PKNH_0502300
PF3D7_0817800	PKNH_0502200
PF3D7_0817900	PKNH_0502100
PF3D7_0818100	PKNH_0501900
PF3D7_0818200	PKNH_0501800
PF3D7_0818400	PKNH_0501500
PF3D7_0818500	PKNH_0501400
PF3D7_0818600	PKNH_0501300
PF3D7_0818800	PKNH_1312600
PF3D7_0818900	PKNH_1312700
PF3D7_0819100	PKNH_1312900
PF3D7_0819200	PKNH_1313000
PF3D7_0819400	PKNH_1313200
PF3D7_0819500	PKNH_1313300
PF3D7_0819600	PKNH_1313400
PF3D7_0819900	PKNH_1313700
PF3D7_0820100	PKNH_1313900
PF3D7_0820500	PKNH_1314300
PF3D7_0820600	PKNH_1314600
PF3D7_0820700	PKNH_1314700
PF3D7_0821000	PKNH_1315000
PF3D7_0821200	PKNH_1315200
PF3D7_0821300	PKNH_1315300
PF3D7_0821400	PKNH_1315400
PF3D7_0821500	PKNH_1315500
PF3D7_0821600	PKNH_1315600
PF3D7_0821700	PKNH_1315700
PF3D7_0821800	PKNH_1315800
PF3D7_0821900	PKNH_1315900
PF3D7_0822000	PKNH_1316000
PF3D7_0822100	PKNH_1316100
PF3D7_0822300	PKNH_1316300
PF3D7_0822400	PKNH_1316400
PF3D7_0822500	PKNH_1316500
PF3D7_0822600	PKNH_1316600
PF3D7_0822800	PKNH_1316800
PF3D7_0823100	PKNH_1317100
PF3D7_0823200	PKNH_1317200
PF3D7_0823300	PKNH_1317300
PF3D7_0823400	PKNH_1317400
PF3D7_0823600	PKNH_1317600
PF3D7_0823700	PKNH_1317700
PF3D7_0823800	PKNH_1317800
PF3D7_0823900	PKNH_1317900
PF3D7_0824100	PKNH_1318100
PF3D7_0824200	PKNH_1318200
PF3D7_0824300	PKNH_1318300
PF3D7_0824400	PKNH_1318400
PF3D7_0824500	PKNH_1318500
PF3D7_0824600	PKNH_1318600
PF3D7_0824700	PKNH_1318700
PF3D7_0825100	PKNH_1319100
PF3D7_0825200	PKNH_1319200
PF3D7_0825300	PKNH_1319300
PF3D7_0825400	PKNH_1319400
PF3D7_0825500	PKNH_1319500
PF3D7_0825600	PKNH_1319600
PF3D7_0825700	PKNH_1319700
PF3D7_0825800	PKNH_1319800
PF3D7_0826200	PKNH_1320400
PF3D7_0826300	PKNH_1320500
PF3D7_0826400	PKNH_1320600
PF3D7_0826600	PKNH_1320800
PF3D7_0826700	PKNH_1320900
PF3D7_0827400	PKNH_1321500
PF3D7_0827500	PKNH_1321600
PF3D7_0827900	PKNH_1322000
PF3D7_0828000	PKNH_1322100
PF3D7_0828400	PKNH_1322500
PF3D7_0828500	PKNH_1322600
PF3D7_0828600	PKNH_1322700
PF3D7_0828700	PKNH_1322800
PF3D7_0828900	PKNH_1323000
PF3D7_0829100	PKNH_1323300
PF3D7_0829200	PKNH_1323400
PF3D7_0829300	PKNH_1323500
PF3D7_0831700	PKNH_1312700
PF3D7_0902000	PKNH_0113200
PF3D7_0902200	PKNH_0113200
PF3D7_0902300	PKNH_0113200
PF3D7_0902400	PKNH_0113200
PF3D7_0903000	PKNH_0700700
PF3D7_0903100	PKNH_0700800
PF3D7_0903200	PKNH_0700900
PF3D7_0903400	PKNH_0701100
PF3D7_0903700	PKNH_0701400
PF3D7_0903700	PKNH_0514200
PF3D7_0903800	PKNH_0701500
PF3D7_0903900	PKNH_0701600
PF3D7_0904000	PKNH_0701700
PF3D7_0904200	PKNH_0701900
PF3D7_0904400	PKNH_0702100
PF3D7_0904500	PKNH_0702200
PF3D7_0904700	PKNH_0702400
PF3D7_0904800	PKNH_0702500
PF3D7_0905000	PKNH_0702700
PF3D7_0905400	PKNH_0703100
PF3D7_0905500	PKNH_0703200
PF3D7_0905600	PKNH_0703300
PF3D7_0905900	PKNH_0703600
PF3D7_0906100	PKNH_0703900
PF3D7_0906300	PKNH_0704100
PF3D7_0906400	PKNH_0704200
PF3D7_0906500	PKNH_0704300
PF3D7_0906910	PKNH_0704700
PF3D7_0907000	PKNH_0704800
PF3D7_0907400	PKNH_0705200
PF3D7_0907500	PKNH_0705300
PF3D7_0907600	PKNH_0705400
PF3D7_0907700	PKNH_0705500
PF3D7_0907900	PKNH_0705700
PF3D7_0908000	PKNH_0705800
PF3D7_0908600	PKNH_0706600
PF3D7_0908700	PKNH_0706700
PF3D7_0909000	PKNH_0707000
PF3D7_0909200	PKNH_0707200
PF3D7_0909300	PKNH_0707300
PF3D7_0909400	PKNH_0707400
PF3D7_0909600	PKNH_0707600
PF3D7_0909800	PKNH_0707800
PF3D7_0909900	PKNH_0707900
PF3D7_0910100	PKNH_0708100
PF3D7_0910300	PKNH_0708300
PF3D7_0910400	PKNH_0708400
PF3D7_0910600	PKNH_0708600
PF3D7_0910700	PKNH_0708700
PF3D7_0910800	PKNH_0708800
PF3D7_0910900	PKNH_0708900
PF3D7_0911000	PKNH_0709000
PF3D7_0911200	PKNH_0709200
PF3D7_0912100	PKNH_0710100
PF3D7_0912400	PKNH_0710300
PF3D7_0912500	PKNH_0710400
PF3D7_0912900	PKNH_0710800
PF3D7_0913000	PKNH_0710900
PF3D7_0913200	PKNH_0711100
PF3D7_0913300	PKNH_0711200
PF3D7_0913400	PKNH_0711300
PF3D7_0913500	PKNH_0711400
PF3D7_0913700	PKNH_0711600
PF3D7_0914200	PKNH_0712100
PF3D7_0914400	PKNH_0712300
PF3D7_0914600	PKNH_0712500
PF3D7_0914700	PKNH_0712600
PF3D7_0914800	PKNH_0712800
PF3D7_0915000	PKNH_0713000
PF3D7_0915100	PKNH_0713100
PF3D7_0915400	PKNH_0713400
PF3D7_0915700	PKNH_0713700
PF3D7_0915800	PKNH_0713800
PF3D7_0915900	PKNH_0713900
PF3D7_0916100	PKNH_0714100
PF3D7_0916200	PKNH_0714200
PF3D7_0916300	PKNH_0714300
PF3D7_0916500	PKNH_0714500
PF3D7_0916600	PKNH_0714600
PF3D7_0916700	PKNH_0714700
PF3D7_0917000	PKNH_0715000
PF3D7_0917200	PKNH_0715200
PF3D7_0917300	PKNH_0715300
PF3D7_0917500	PKNH_0715500
PF3D7_0917600	PKNH_0715600
PF3D7_0917700	PKNH_0715700
PF3D7_0917800	PKNH_0715800
PF3D7_0917900	PKNH_0715900
PF3D7_0918000	PKNH_0716000
PF3D7_0918100	PKNH_0716100
PF3D7_0918200	PKNH_0716200
PF3D7_0918300	PKNH_0716300
PF3D7_0918600	PKNH_0716600
PF3D7_0918800	PKNH_0716800
PF3D7_0918900	PKNH_0716900
PF3D7_0919000	PKNH_0717000
PF3D7_0919100	PKNH_0717100
PF3D7_0919200	PKNH_0717200
PF3D7_0919300	PKNH_0717300
PF3D7_0919400	PKNH_0717400
PF3D7_0919500	PKNH_0717500
PF3D7_0919600	PKNH_0717600
PF3D7_0919700	PKNH_0717700
PF3D7_0920100	PKNH_0718100
PF3D7_0920200	PKNH_0718200
PF3D7_0920500	PKNH_0718500
PF3D7_0920700	PKNH_0718700
PF3D7_0920800	PKNH_0718800
PF3D7_0920900	PKNH_0718900
PF3D7_0921100	PKNH_0719100
PF3D7_0921300	PKNH_0719300
PF3D7_0921400	PKNH_0719400
PF3D7_0921700	PKNH_0719700
PF3D7_0921800	PKNH_0719800
PF3D7_0921900	PKNH_0719900
PF3D7_0922000	PKNH_0720000
PF3D7_0922200	PKNH_0720200
PF3D7_0922300	PKNH_0720300
PF3D7_0922500	PKNH_0720500
PF3D7_0922600	PKNH_0720600
PF3D7_0922700	PKNH_0720700
PF3D7_0922900	PKNH_0720900
PF3D7_0923000	PKNH_0721000
PF3D7_0923100	PKNH_0721100
PF3D7_0923200	PKNH_0721200
PF3D7_0923300	PKNH_0721300
PF3D7_0923500	PKNH_0721500
PF3D7_0923700	PKNH_0721700
PF3D7_0923900	PKNH_0721900
PF3D7_0924300	PKNH_0722300
PF3D7_0924700	PKNH_0722700
PF3D7_0924900	PKNH_0722800
PF3D7_0925000	PKNH_0722900
PF3D7_0925200	PKNH_0723100
PF3D7_0925300	PKNH_0723200
PF3D7_0925400	PKNH_0723300
PF3D7_0925500	PKNH_0723400
PF3D7_0925600	PKNH_0723500
PF3D7_0925700	PKNH_0723600
PF3D7_0925900	PKNH_0723800
PF3D7_0926200	PKNH_0724100
PF3D7_0926400	PKNH_0724300
PF3D7_0926700	PKNH_0724800
PF3D7_0926900	PKNH_0725200
PF3D7_0927000	PKNH_0725300
PF3D7_0927100	PKNH_0725400
PF3D7_0927300	PKNH_0725600
PF3D7_0927500	PKNH_0725800
PF3D7_0927700	PKNH_0726100
PF3D7_0927800	PKNH_0726200
PF3D7_0927900	PKNH_0726300
PF3D7_0928300	PKNH_0726700
PF3D7_0928400	PKNH_0726800
PF3D7_0928500	PKNH_0726900
PF3D7_0928900	PKNH_0727200
PF3D7_0929000	PKNH_0727300
PF3D7_0929000	PKNH_1012500
PF3D7_0929100	PKNH_0727600
PF3D7_0929200	PKNH_0727700
PF3D7_0929400	PKNH_0727900
PF3D7_0929500	PKNH_0728000
PF3D7_0929600	PKNH_0728100
PF3D7_0929800	PKNH_0728300
PF3D7_0929900	PKNH_0728400
PF3D7_0930000	PKNH_0728500
PF3D7_0930200	PKNH_0728700
PF3D7_0930600	PKNH_0729200
PF3D7_0930700	PKNH_0729300
PF3D7_0930900	PKNH_0729600
PF3D7_0931000	PKNH_0729700
PF3D7_0931200	PKNH_0729900
PF3D7_0931400	PKNH_0730100
PF3D7_0931500	PKNH_0730200
PF3D7_0931600	PKNH_0730300
PF3D7_0931700	PKNH_0730400
PF3D7_0931800	PKNH_0730500
PF3D7_0931900	PKNH_0730600
PF3D7_0932000	PKNH_0730700
PF3D7_0932200	PKNH_0730900
PF3D7_0932300	PKNH_0731000
PF3D7_0932400	PKNH_0731100
PF3D7_0932600	PKNH_0731300
PF3D7_0932800	PKNH_0731500
PF3D7_0933200	PKNH_0731900
PF3D7_0933600	PKNH_0732300
PF3D7_0933700	PKNH_0732400
PF3D7_0934100	PKNH_0732800
PF3D7_0934200	PKNH_0732900
PF3D7_0934300	PKNH_0733000
PF3D7_0934400	PKNH_0733100
PF3D7_0934500	PKNH_0733200
PF3D7_0934600	PKNH_0733300
PF3D7_0934700	PKNH_0733400
PF3D7_0934800	PKNH_0733500
PF3D7_0935000	PKNH_0733700
PF3D7_0935100	PKNH_0733800
PF3D7_0935300	PKNH_0734000
PF3D7_0935800	PKNH_0734400
PF3D7_0936700	PKNH_0108400
PF3D7_0936700	PKNH_0735000
PF3D7_0936700	PKNH_1401500
PF3D7_0937200	PKNH_1324900
PF3D7_0937200	PKNH_0516400
PF3D7_1001200	PKNH_1430700
PF3D7_1002500	PKNH_0801300
PF3D7_1002700	PKNH_0801500
PF3D7_1002900	PKNH_0801700
PF3D7_1003100	PKNH_0801900
PF3D7_1003200	PKNH_0802000
PF3D7_1003300	PKNH_0802100
PF3D7_1003500	PKNH_0802300
PF3D7_1003600	PKNH_0802400
PF3D7_1003800	PKNH_0802600
PF3D7_1004000	PKNH_0802800
PF3D7_1004500	PKNH_0803200
PF3D7_1004700	PKNH_0803400
PF3D7_1004800	PKNH_0803500
PF3D7_1004900	PKNH_0803600
PF3D7_1005000	PKNH_0803700
PF3D7_1005100	PKNH_0803800
PF3D7_1005500	PKNH_0804200
PF3D7_1005800	PKNH_0804600
PF3D7_1005900	PKNH_0804700
PF3D7_1006000	PKNH_0804800
PF3D7_1006100	PKNH_0804900
PF3D7_1006200	PKNH_0805000
PF3D7_1006600	PKNH_0805400
PF3D7_1006800	PKNH_0805600
PF3D7_1006900	PKNH_0805700
PF3D7_1007000	PKNH_0805800
PF3D7_1007100	PKNH_0805900
PF3D7_1007200	PKNH_0806000
PF3D7_1007300	PKNH_0806100
PF3D7_1007400	PKNH_0806200
PF3D7_1007600	PKNH_0806400
PF3D7_1007900	PKNH_0806900
PF3D7_1008200	PKNH_0807200
PF3D7_1008400	PKNH_0807400
PF3D7_1008700	PKNH_0807700
PF3D7_1008800	PKNH_0808200
PF3D7_1008900	PKNH_0808600
PF3D7_1009000	PKNH_0808700
PF3D7_1009300	PKNH_0809000
PF3D7_1009400	PKNH_0809100
PF3D7_1009500	PKNH_0809200
PF3D7_1009600	PKNH_0809300
PF3D7_1009700	PKNH_0809400
PF3D7_1009900	PKNH_0809700
PF3D7_1010000	PKNH_0809800
PF3D7_1010100	PKNH_0809900
PF3D7_1010300	PKNH_0810100
PF3D7_1010500	PKNH_0810300
PF3D7_1010600	PKNH_0810400
PF3D7_1010700	PKNH_0810500
PF3D7_1010800	PKNH_0810600
PF3D7_1010900	PKNH_0810700
PF3D7_1011000	PKNH_0810800
PF3D7_1011200	PKNH_0811000
PF3D7_1011300	PKNH_0811100
PF3D7_1011400	PKNH_0811200
PF3D7_1011500	PKNH_0811300
PF3D7_1011600	PKNH_0811400
PF3D7_1011700	PKNH_0811500
PF3D7_1011800	PKNH_0811600
PF3D7_1011900	PKNH_0811700
PF3D7_1012000	PKNH_0811800
PF3D7_1012100	PKNH_0811900
PF3D7_1012200	PKNH_0812000
PF3D7_1012300	PKNH_0812100
PF3D7_1012400	PKNH_0812200
PF3D7_1012500	PKNH_0812300
PF3D7_1012600	PKNH_0812400
PF3D7_1012900	PKNH_0812700
PF3D7_1013000	PKNH_0812800
PF3D7_1013100	PKNH_0812900
PF3D7_1013300	PKNH_0813100
PF3D7_1013500	PKNH_0813300
PF3D7_1013700	PKNH_0813500
PF3D7_1014000	PKNH_0813800
PF3D7_1014200	PKNH_0814100
PF3D7_1014300	PKNH_0814400
PF3D7_1014400	PKNH_0814500
PF3D7_1014700	PKNH_0814800
PF3D7_1014800	PKNH_0814900
PF3D7_1015000	PKNH_0815100
PF3D7_1015100	PKNH_0815200
PF3D7_1015300	PKNH_0815400
PF3D7_1015500	PKNH_0815600
PF3D7_1015600	PKNH_0815700
PF3D7_1015800	PKNH_0815900
PF3D7_1015900	PKNH_0816200
PF3D7_1016200	PKNH_0816500
PF3D7_1016400	PKNH_0113200
PF3D7_1017000	PKNH_0601200
PF3D7_1017200	PKNH_0601400
PF3D7_1017400	PKNH_0601600
PF3D7_1017500	PKNH_0601700
PF3D7_1017900	PKNH_0602100
PF3D7_1018500	PKNH_0602800
PF3D7_1018800	PKNH_0603100
PF3D7_1019400	PKNH_0603600
PF3D7_1019900	PKNH_0604100
PF3D7_1020000	PKNH_0604200
PF3D7_1020100	PKNH_0604300
PF3D7_1020300	PKNH_0604500
PF3D7_1020400	PKNH_0604600
PF3D7_1020700	PKNH_0604900
PF3D7_1020800	PKNH_0605000
PF3D7_1020900	PKNH_0605200
PF3D7_1021000	PKNH_0605300
PF3D7_1021300	PKNH_0605600
PF3D7_1021400	PKNH_0605700
PF3D7_1021500	PKNH_0605800
PF3D7_1021600	PKNH_0605900
PF3D7_1022100	PKNH_0606400
PF3D7_1022200	PKNH_0606500
PF3D7_1022300	PKNH_0606600
PF3D7_1022400	PKNH_0606700
PF3D7_1022500	PKNH_0606800
PF3D7_1022600	PKNH_0606900
PF3D7_1022700	PKNH_0607000
PF3D7_1022800	PKNH_0607100
PF3D7_1022900	PKNH_0607200
PF3D7_1023200	PKNH_0607700
PF3D7_1023300	PKNH_0607800
PF3D7_1023400	PKNH_0607900
PF3D7_1023500	PKNH_0608000
PF3D7_1023600	PKNH_0608100
PF3D7_1023700	PKNH_0608200
PF3D7_1024000	PKNH_0608500
PF3D7_1024200	PKNH_0608700
PF3D7_1024300	PKNH_0608800
PF3D7_1024500	PKNH_0609000
PF3D7_1024600	PKNH_0609100
PF3D7_1024700	PKNH_0609200
PF3D7_1025100	PKNH_0609600
PF3D7_1025600	PKNH_0610100
PF3D7_1025700	PKNH_0610200
PF3D7_1025800	PKNH_0610300
PF3D7_1026100	PKNH_0610600
PF3D7_1026200	PKNH_0610700
PF3D7_1026500	PKNH_0611000
PF3D7_1026800	PKNH_0611200
PF3D7_1026900	PKNH_0611300
PF3D7_1027200	PKNH_0611600
PF3D7_1027400	PKNH_0611800
PF3D7_1027500	PKNH_0611900
PF3D7_1027600	PKNH_0612000
PF3D7_1027800	PKNH_0612200
PF3D7_1027900	PKNH_0612300
PF3D7_1028000	PKNH_0612400
PF3D7_1028100	PKNH_0612500
PF3D7_1028200	PKNH_0612600
PF3D7_1028300	PKNH_0612700
PF3D7_1028800	PKNH_0613500
PF3D7_1028900	PKNH_0613600
PF3D7_1029200	PKNH_0613900
PF3D7_1029400	PKNH_0614100
PF3D7_1029600	PKNH_0614300
PF3D7_1029800	PKNH_0614500
PF3D7_1030000	PKNH_0614700
PF3D7_1030100	PKNH_0614800
PF3D7_1030200	PKNH_0614900
PF3D7_1030500	PKNH_0615200
PF3D7_1030700	PKNH_0615400
PF3D7_1031000	PKNH_0615700
PF3D7_1031000	PKNH_0615600
PF3D7_1031200	PKNH_0615900
PF3D7_1031500	PKNH_0616200
PF3D7_1031700	PKNH_0616400
PF3D7_1031800	PKNH_0616500
PF3D7_1031900	PKNH_0616700
PF3D7_1032400	PKNH_0617200
PF3D7_1032500	PKNH_0617300
PF3D7_1032600	PKNH_0617400
PF3D7_1032800	PKNH_0617600
PF3D7_1033300	PKNH_0618100
PF3D7_1033400	PKNH_0618200
PF3D7_1033500	PKNH_0618300
PF3D7_1033600	PKNH_0618400
PF3D7_1033700	PKNH_0618500
PF3D7_1033800	PKNH_0618600
PF3D7_1033900	PKNH_0619100
PF3D7_1034000	PKNH_0619200
PF3D7_1034100	PKNH_0619300
PF3D7_1034200	PKNH_0619400
PF3D7_1034400	PKNH_0619600
PF3D7_1034700	PKNH_0619900
PF3D7_1034800	PKNH_0620000
PF3D7_1034900	PKNH_0620100
PF3D7_1036600	PKNH_0621100
PF3D7_1036700	PKNH_0621200
PF3D7_1036800	PKNH_0621300
PF3D7_1037100	PKNH_0621600
PF3D7_1037200	PKNH_0621700
PF3D7_1037300	PKNH_0621800
PF3D7_1037500	PKNH_0622000
PF3D7_1037600	PKNH_0622100
PF3D7_1037700	PKNH_0622200
PF3D7_1037800	PKNH_0622300
PF3D7_1037900	PKNH_0622400
PF3D7_1038200	PKNH_0622700
PF3D7_1038300	PKNH_0622800
PF3D7_1038900	PKNH_0108400
PF3D7_1038900	PKNH_1301100
PF3D7_1038900	PKNH_1324900
PF3D7_1038900	PKNH_0516400
PF3D7_1102700	PKNH_0418600
PF3D7_1102800	PKNH_0418600
PF3D7_1103100	PKNH_0900700
PF3D7_1103500	PKNH_0901100
PF3D7_1103600	PKNH_0901200
PF3D7_1103700	PKNH_0901300
PF3D7_1104000	PKNH_0901600
PF3D7_1104100	PKNH_0901700
PF3D7_1104200	PKNH_0901800
PF3D7_1104400	PKNH_0902000
PF3D7_1104800	PKNH_0902400
PF3D7_1105000	PKNH_0902600
PF3D7_1105100	PKNH_0902700
PF3D7_1105200	PKNH_0902800
PF3D7_1105400	PKNH_0903000
PF3D7_1105500	PKNH_0903100
PF3D7_1105600	PKNH_0903200
PF3D7_1105700	PKNH_0903300
PF3D7_1105800	PKNH_0903400
PF3D7_1105900	PKNH_0903500
